25,495;25457;25,493
32,054;12857;31,975
33,431;21504;33,420
31,186;16121;31,113
24,891;29700;24,890
27,168;18176;27,147
30,016;18689;29,925
23,117;16387;23,070
30,151;23406;30,138
30,578;20107;30,552
28,595;25939;28,593
31,931;29728;31,930
23,727;29999;23,727
27,522;29628;27,521
31,664;19566;31,628
31,044;24497;31,040
30,295;19640;30,265
26,964;29966;26,963
26,889;21409;26,869
31,158;28972;31,157
27,566;24183;27,560
29,229;29840;29,229
31,841;29999;31,841
26,474;28316;26,473
28,874;23920;28,855
