0.03;28,707;6598;28,707
0.03;32,116;5311;31,905
0.01;33,738;4566;21,917
0.005;32,136;4104;30,961
0.03;28,828;6598;28,827
0.01;29,588;6381;29,585
0.0075;33,224;3734;31,179
0.01;28,584;6439;28,578
0.03;33,433;4636;32,871
0.03;33,143;5596;33,003
0.03;30,481;6595;30,480
0.03;32,884;6493;32,880
0.005;26,777;6599;26,777
0.03;29,610;6598;29,610
0.003;31,502;5627;31,393
0.01;31,879;5593;31,598
0.03;32,048;6461;32,042
0.0075;29,070;5549;28,882
0.01;31,025;5122;30,766
0.01;29,433;6590;29,432
0.03;30,597;6598;30,597
0.03;30,375;6598;30,375
0.03;34,049;6086;34,021
0.03;29,147;6599;29,147
