25,999;19156;25,981
32,361;11025;31,960
33,413;13200;33,047
31,545;14592;31,342
25,202;29907;25,202
27,535;18132;27,505
31,021;17964;30,937
23,639;29932;23,638
30,687;23858;30,675
30,826;18522;30,767
28,816;21569;28,798
32,086;16207;32,004
24,006;14407;23,931
27,848;29833;27,846
31,751;16444;31,606
31,183;12673;30,903
30,566;16632;30,415
27,202;29700;27,202
27,155;23959;27,150
31,245;14799;30,687
27,851;21073;27,831
29,409;20338;29,397
32,107;15203;31,942
26,676;29380;26,675
29,172;19937;29,060
