1;0,22466;0,80081;0,34173;0,36043;0,33991;0,29378
2;0,58802;1,24987;0,84340;0,72163;0,70326;0,72313
3;0,38175;1,12799;0,68568;0,46988;0,47557;0,46347
4;0,39333;1,03396;0,66441;0,52457;0,51859;0,48670
5;0,29584;0,72049;0,41169;0,42534;0,41120;0,41101
6;0,23463;0,95434;0,39345;0,37742;0,37198;0,32722
7;0,37953;0,90275;0,58082;0,45767;0,44672;0,41159
8;0,25024;0,61721;0,32684;0,33109;0,31781;0,29716
9;0,46922;1,04093;0,57450;0,50729;0,47871;0,41851
10;0,41877;0,98311;0,55457;0,46477;0,45672;0,39950
11;0,31606;0,96625;0,49965;0,50075;0,47917;0,44959
12;0,34039;1,09389;0,58851;0,54058;0,50989;0,43481
13;0,20115;0,72920;0,32992;0,33272;0,31844;0,29660
14;0,31671;0,89043;0,45582;0,45480;0,44477;0,42542
15;0,38593;1,04989;0,57426;0,52945;0,49186;0,46834
16;0,30484;1,02433;0,55396;0,38736;0,40099;0,37618
17;0,31414;0,82998;0,38172;0,36156;0,34810;0,29201
18;0,37804;0,91313;0,47527;0,47193;0,45032;0,43694
19;0,36016;0,96400;0,49995;0,44773;0,41794;0,36061
20;0,20428;0,86863;0,33869;0,33528;0,30912;0,27560
21;0,43556;0,94545;0,55580;0,45708;0,43279;0,37999
22;0,45299;1,00273;0,60195;0,56305;0,54869;0,53519
23;0,58641;1,11316;0,76968;0,62128;0,62694;0,60377
24;0,29099;0,80348;0,42498;0,40647;0,38169;0,36272
12;0,35515;0,94275;0,51780;0,46042;0,44505;0,41374
