25,086;11450;24,993
31,472;11673;31,378
33,138;12720;33,090
30,600;12738;30,452
24,424;20413;24,409
26,819;23867;26,776
28,981;13594;28,781
22,658;10570;22,542
29,561;11993;29,423
30,080;11490;29,976
28,206;16231;28,171
31,318;28509;31,315
23,437;13727;23,392
27,013;16254;26,985
31,209;13886;31,109
30,797;16359;30,740
29,835;29097;29,834
26,545;16731;26,493
26,585;15097;26,538
30,704;16179;30,385
27,213;14687;27,140
28,788;19793;28,761
31,495;19742;31,472
26,168;20499;26,162
28,422;16554;28,347
