26,073;29973;26,073
32,405;14464;32,338
33,511;22915;33,501
31,659;20293;31,637
25,246;29999;25,246
27,590;14769;27,470
31,197;25917;31,193
23,733;29993;23,733
30,884;29993;30,884
31,065;29709;31,064
28,936;29689;28,935
32,246;13760;31,586
24,175;29930;24,174
27,938;29961;27,938
31,823;15285;30,785
31,280;17880;31,259
30,700;29983;30,700
27,354;29999;27,354
27,304;29999;27,304
31,415;29791;31,414
27,962;29555;27,961
29,534;29936;29,534
32,187;29998;32,187
26,783;29960;26,783
29,292;25989;29,211
