26,027;21060;26,004
32,298;10031;31,441
32,992;11028;32,247
31,479;12353;31,145
25,245;29992;25,245
27,523;17990;27,461
31,094;15442;30,846
23,770;29912;23,770
30,492;15996;30,339
30,815;15323;30,616
28,764;19463;28,691
31,963;13413;31,631
24,173;29627;24,172
27,782;20175;27,755
31,439;14449;31,235
31,047;11816;30,932
30,402;17640;30,283
27,208;21947;27,196
27,287;19040;27,248
31,080;14315;30,794
27,847;18598;27,804
29,393;15727;29,272
32,081;14185;31,750
26,662;29547;26,662
29,119;18294;28,939
