25,630;25918;25,628
31,983;10585;31,930
33,521;26321;33,513
31,293;14060;31,185
24,908;29997;24,908
27,270;14403;27,168
30,329;25547;30,316
23,212;21107;23,193
30,460;28321;30,458
30,677;25817;30,673
28,472;11227;28,334
32,200;29961;32,199
23,856;26722;23,855
27,450;14691;27,416
31,678;27231;31,674
31,162;29988;31,162
30,385;23730;30,366
27,014;29946;27,014
26,985;23455;26,979
31,094;15223;30,787
27,651;26000;27,648
29,302;29921;29,302
31,933;28130;31,932
26,532;29566;26,531
28,958;23661;28,924
