25,803;19956;25,802
32,268;14157;32,252
33,528;19939;33,527
31,442;19111;31,439
24,981;19999;24,981
27,396;19967;27,396
30,634;19999;30,634
23,382;19976;23,382
30,588;19959;30,587
30,824;19968;30,824
28,750;19892;28,750
32,330;19942;32,330
23,936;19984;23,936
27,684;19992;27,684
31,731;19852;31,731
31,146;19979;31,146
30,456;19996;30,456
27,096;19997;27,096
27,040;19977;27,040
31,251;19983;31,251
27,746;19977;27,746
29,357;19953;29,356
31,965;19916;31,963
26,587;19999;26,587
29,080;19686;29,079
