25,464;17521;25,462
31,999;13194;31,967
33,409;19583;33,408
31,158;14480;31,125
24,763;19945;24,762
27,142;15145;27,134
29,947;19999;29,947
23,048;15125;23,038
30,119;19796;30,118
30,501;19998;30,501
28,556;19989;28,556
31,924;19911;31,923
23,725;19963;23,724
27,433;19967;27,433
31,631;19768;31,629
31,006;19998;31,006
30,189;19374;30,188
26,865;19998;26,864
26,848;19854;26,847
31,076;19763;31,075
27,495;19986;27,494
29,147;19976;29,147
31,784;19928;31,784
26,414;19896;26,414
28,818;18881;28,814
