25,971;19999;25,971
32,297;11848;32,169
33,379;14194;33,302
31,559;15131;31,529
25,091;19994;25,091
27,502;13318;26,966
30,941;19896;30,940
23,592;19995;23,592
30,642;19901;30,641
30,828;18223;30,826
28,717;11609;28,491
32,380;16791;32,363
24,050;19999;24,050
27,704;19997;27,704
31,667;19961;31,666
31,198;13754;31,127
30,471;19945;30,470
27,247;19774;27,246
27,206;19902;27,205
31,281;19998;31,281
27,857;19988;27,856
29,413;19996;29,413
32,062;17156;32,044
26,689;19991;26,688
29,156;17973;29,110
