26,023;19986;26,023
32,482;14754;32,449
33,486;19150;33,485
31,479;19999;31,479
25,139;19999;25,139
27,594;19999;27,594
31,154;19999;31,154
23,623;19988;23,623
30,821;19998;30,821
31,092;19993;31,092
28,894;19999;28,894
32,364;19972;32,364
24,168;19989;24,168
27,794;19989;27,794
31,844;19948;31,843
31,255;19687;31,254
30,553;19999;30,553
27,255;19959;27,255
27,251;19994;27,251
31,359;19974;31,359
27,888;19994;27,888
29,483;19962;29,482
32,168;19996;32,167
26,720;19999;26,720
29,245;19721;29,244
