25,041;11152;24,982
31,551;10632;31,504
33,085;19058;33,084
30,668;10388;30,563
24,408;18006;24,406
26,740;10394;26,702
28,908;14499;28,881
22,636;11286;22,575
29,447;11535;29,374
30,076;12450;30,005
28,197;15351;28,187
31,198;19888;31,197
23,397;13369;23,376
27,066;17521;27,063
31,246;19007;31,245
30,753;18884;30,753
29,725;11040;29,641
26,527;18049;26,524
26,572;15154;26,554
30,633;16854;30,626
27,164;13468;27,139
28,808;18462;28,805
31,473;19909;31,472
26,161;19049;26,161
28,395;15225;28,367
