0.00025;26,093;26995;26,092
0.00025;32,177;14297;32,070
0.00025;33,403;20032;33,381
0.00025;31,500;18780;31,470
0.00025;25,248;26998;25,248
0.00025;27,638;26718;27,637
0.00025;31,075;26254;31,075
0.00025;23,715;26932;23,715
0.00025;30,788;26973;30,788
0.00025;31,031;20921;31,028
0.00025;28,920;26967;28,920
0.00025;32,324;26684;32,322
0.00025;24,164;26999;24,164
0.00025;27,894;26990;27,894
0.00025;31,801;26899;31,800
0.00025;31,260;15980;31,212
0.00025;30,725;25046;30,721
0.00025;27,310;26945;27,309
0.00025;27,290;26808;27,289
0.00025;31,391;26981;31,391
0.00025;27,926;26992;27,926
0.00025;29,519;26387;29,518
0.00025;32,138;24630;32,132
0.00025;26,743;26999;26,743
0.00025000000000000017;29,253;24841;29,244
