26,010;29838;26,009
31,083;29993;31,082
32,068;29994;32,068
29,329;27962;29,327
22,833;29976;22,833
26,772;29988;26,772
27,150;29745;27,149
23,136;29924;23,135
29,737;29996;29,737
29,419;29817;29,419
27,696;29889;27,695
31,505;29986;31,505
22,833;29989;22,833
25,611;29996;25,611
30,553;27963;30,551
30,188;29992;30,187
28,342;29909;28,342
25,466;29985;25,465
26,935;29935;26,935
29,556;29744;29,554
26,551;29976;26,551
28,369;29931;28,368
30,177;29834;30,176
25,430;29964;25,430
27,781;29763;27,781
