0.0001;27,812;13999;27,276
0.0001;32,067;11558;30,991
0.0001;32,789;13590;32,027
0.0001;30,673;14001;30,119
0.0001;24,421;29982;24,421
0.0001;27,999;18600;27,847
0.0001;29,492;15261;29,088
0.0001;25,567;23015;25,528
0.0001;31,198;13876;30,599
0.0001;30,644;14739;30,248
0.0001;28,875;17114;28,636
0.0001;32,543;13852;31,790
0.0001;24,186;23794;24,166
0.0001;27,135;21992;27,073
0.0001;31,494;15836;31,091
0.0001;31,080;14032;30,514
0.0001;29,505;15419;29,191
0.0001;26,684;22245;26,658
0.0001;29,111;17915;28,915
0.0001;30,848;20315;30,727
0.0001;28,010;19967;27,915
0.0001;29,406;16874;29,153
0.0001;31,277;16974;30,954
0.0001;26,498;21431;26,472
9.999999999999999e-05;29,138;17765;28,808
