27,913;23136;27,902
32,316;23663;32,302
32,763;13036;32,730
30,611;27519;30,608
24,149;29972;24,148
27,889;15039;27,575
29,182;27512;29,175
25,466;29999;25,466
31,405;21098;31,120
30,925;29996;30,924
29,059;29982;29,059
32,989;29017;32,984
24,024;29999;24,024
26,957;29910;26,956
31,603;29521;31,600
31,285;16261;31,189
29,600;29445;29,598
26,637;29837;26,636
29,090;29077;29,087
30,690;16371;30,152
28,062;29911;28,061
29,622;29987;29,622
31,320;29260;31,318
26,539;29954;26,539
29,171;26229;29,116
