27,396;29749;27,395
31,913;29794;31,912
32,724;29999;32,724
30,107;29993;30,107
23,617;29784;23,617
27,672;29995;27,672
28,424;29999;28,424
24,678;29431;24,676
30,962;29737;30,961
30,464;29711;30,463
28,602;29957;28,601
32,588;29874;32,587
23,584;29806;23,584
26,407;29991;26,407
31,022;13517;30,833
31,061;29990;31,061
29,202;29998;29,202
26,187;29971;26,187
28,284;29458;28,281
30,525;29943;30,524
27,556;29949;27,555
29,217;29999;29,217
30,891;29964;30,890
26,170;29900;26,169
28,719;29187;28,710
