22,306;29920;22,306
27,425;12429;27,423
28,886;29857;28,886
26,386;24052;26,386
20,267;29346;20,266
23,884;24864;23,878
23,979;29996;23,979
18,749;29969;18,749
25,357;29745;25,357
25,988;29916;25,988
24,617;29889;24,617
26,390;29716;26,390
20,707;29901;20,706
22,892;14183;22,888
26,611;29962;26,611
28,013;29957;28,013
25,237;26338;25,235
23,424;29788;23,424
23,096;29831;23,096
26,144;29965;26,144
23,755;29929;23,755
25,485;29967;25,485
27,679;29666;27,679
23,080;29998;23,080
24,598;27882;24,598
