1;0,16163;1,35838;0,45992;0,47759;0,44948;0,38857
2;0,41708;1,51141;0,71979;0,69422;0,70436;0,55479
3;0,24760;1,51656;0,64030;0,56821;0,54844;0,37942
4;0,31050;1,51068;0,61529;0,62669;0,58833;0,43295
5;0,25443;1,36543;0,50145;0,51211;0,51142;0,45444
6;0,17753;1,39799;0,45416;0,45637;0,41626;0,31147
7;0,27056;1,49830;0,56199;0,47786;0,49863;0,37065
8;0,19579;1,29523;0,44238;0,46132;0,45282;0,41055
9;0,28535;1,50784;0,58866;0,50857;0,47647;0,33537
10;0,28621;1,50990;0,65850;0,57025;0,57845;0,37519
11;0,21795;1,45285;0,55911;0,55883;0,51111;0,42770
12;0,22828;1,50477;0,57463;0,54494;0,57521;0,40663
13;0,15534;1,28984;0,45260;0,48249;0,45935;0,41385
14;0,25314;1,44609;0,55809;0,56286;0,53608;0,46291
15;0,26313;1,46759;0,59091;0,48741;0,50324;0,38052
16;0,21263;1,48898;0,55718;0,52295;0,54450;0,37867
17;0,24840;1,48277;0,48728;0,45901;0,50447;0,29136
18;0,29148;1,42484;0,54725;0,58442;0,56340;0,46141
19;0,26981;1,44210;0,49069;0,53028;0,51074;0,34769
20;0,14206;1,34946;0,38225;0,31214;0,31665;0,23004
21;0,28160;1,44377;0,56378;0,46008;0,45594;0,33814
22;0,33261;1,48125;0,61120;0,62349;0,58784;0,50642
23;0,38706;1,52451;0,70386;0,64715;0,60152;0,45814
24;0,22103;1,40794;0,57096;0,59722;0,60416;0,51754
12;0,25463;1,44494;0,55384;0,53027;0,52079;0,40143
