1;0,16163;1,19788;0,27696;0,24612;0,22160;0,21915
2;0,41708;1,46208;0,46094;0,36793;0,36607;0,38428
3;0,24760;1,47133;0,41586;0,34651;0,28454;0,29708
4;0,31050;1,44809;0,44693;0,36612;0,33753;0,34638
5;0,25443;1,23367;0,37414;0,33218;0,31084;0,30606
6;0,17753;1,27857;0,31673;0,25166;0,20918;0,22061
7;0,27056;1,43618;0,41337;0,31913;0,27551;0,29177
8;0,19579;1,14219;0,30701;0,26611;0,25308;0,24792
9;0,28535;1,45279;0,40891;0,29041;0,23354;0,25726
10;0,28621;1,45130;0,45744;0,34877;0,28850;0,29032
11;0,21795;1,36754;0,35644;0,30516;0,27313;0,26906
12;0,22828;1,45606;0,34995;0,31328;0,26092;0,26592
13;0,15534;1,10217;0,21902;0,20731;0,20091;0,18442
14;0,25314;1,33824;0,38536;0,34372;0,31905;0,31309
15;0,26313;1,42453;0,40735;0,32884;0,29290;0,30648
16;0,21263;1,40698;0,31433;0,26784;0,24508;0,23366
17;0,24840;1,43242;0,31530;0,25526;0,22100;0,20702
18;0,29148;1,31737;0,36704;0,32670;0,30171;0,30925
19;0,26981;1,34955;0,35071;0,32981;0,26987;0,25621
20;0,14206;1,30521;0,27556;0,19834;0,15950;0,16488
21;0,28160;1,34825;0,39877;0,29261;0,23798;0,27838
22;0,33261;1,39574;0,41827;0,34786;0,32082;0,32134
23;0,38706;1,49499;0,59167;0,46123;0,41167;0,44889
24;0,22103;1,30453;0,37500;0,33395;0,28711;0,31121
12;0,25463;1,35907;0,37513;0,31029;0,27425;0,28044
