28,064;17315;28,004
32,323;15405;32,154
32,943;20065;32,901
30,810;19620;30,774
24,490;24976;24,490
27,784;24999;27,784
29,673;20043;29,652
25,645;17862;24,511
31,538;19145;31,491
30,967;21996;30,957
29,218;24076;29,215
32,990;19411;32,935
24,279;24999;24,279
27,229;24884;27,228
31,685;20065;31,669
31,425;22876;31,414
29,732;23952;29,728
26,842;24906;26,842
29,370;24035;29,368
31,153;24999;31,153
28,257;24999;28,257
29,644;23529;29,640
31,445;23834;31,437
26,711;24983;26,711
29,342;22207;29,275
