1;0,16163;1,35838;0,30299;0,26720;0,26268;0,17201
2;0,41708;1,51141;0,44420;0,38943;0,37148;0,31374
3;0,24760;1,51656;0,46707;0,34273;0,28855;0,23528
4;0,31050;1,51068;0,48091;0,39076;0,34194;0,31422
5;0,25443;1,36543;0,35736;0,32975;0,32583;0,27959
6;0,17753;1,39799;0,31959;0,26443;0,22100;0,17349
7;0,27056;1,49830;0,41359;0,31964;0,29528;0,24085
8;0,19579;1,29523;0,29795;0,28426;0,26330;0,23937
9;0,28535;1,50784;0,39889;0,28183;0,22421;0,17454
10;0,28621;1,50990;0,43524;0,34927;0,27837;0,22442
11;0,21795;1,45285;0,37380;0,32163;0,27951;0,23758
12;0,22828;1,50477;0,41214;0,31039;0,26163;0,21866
13;0,15534;1,28984;0,27983;0,25595;0,25003;0,18963
14;0,25314;1,44609;0,39738;0,35029;0,32864;0,29722
15;0,26313;1,46759;0,42563;0,33967;0,28004;0,24888
16;0,21263;1,48898;0,31561;0,28360;0,23405;0,20299
17;0,24840;1,48277;0,32265;0,26979;0,22742;0,19092
18;0,29148;1,42484;0,34186;0,32986;0,29528;0,26599
19;0,26981;1,44210;0,38571;0,29473;0,27663;0,23231
20;0,14206;1,34946;0,25092;0,18626;0,17467;0,13726
21;0,28160;1,44377;0,42023;0,28264;0,24506;0,18454
22;0,33261;1,48125;0,43779;0,37771;0,34281;0,31070
23;0,38706;1,52451;0,57851;0,47369;0,40147;0,35813
24;0,22103;1,40794;0,37840;0,36327;0,29711;0,27974
12;0,25463;1,44494;0,38493;0,31912;0,28196;0,23842
