0.03;31,589;9906;31,586
0.03;34,254;5126;32,993
0.03;36,132;5829;34,907
0.03;34,309;7006;33,904
0.03;31,866;9765;31,864
0.03;32,543;9947;32,543
0.03;35,719;5415;34,373
0.03;31,462;9984;31,461
0.03;35,596;5938;34,609
0.03;35,305;6708;34,647
0.03;33,171;8529;33,102
0.03;35,094;7342;34,631
0.03;29,795;9995;29,793
0.03;32,264;9582;32,253
0.03;34,160;9120;34,122
0.03;34,253;7526;33,934
0.03;34,640;7789;34,370
0.03;31,988;9757;31,985
0.03;33,426;9108;33,376
0.03;32,813;9744;32,810
0.03;33,145;8507;33,103
0.03;32,763;8845;32,686
0.03;36,228;6066;35,406
0.03;32,227;9915;32,227
0.030000000000000016;33,531;8227;33,195
