0.0,26.52009141634153,16255.0,26.324757560880485
1e-06,26.5814034306108,15698.0,26.322525537476338
1e-05,26.528267399086317,15494.0,26.313871586535335
3e-05,26.58219490581482,17282.0,26.48260940075361
5e-05,26.636569637835734,17899.0,26.58254448841212
0.0001,26.66223252334593,26758.0,26.661153073283007
0.00025,26.743143896623597,26999.0,26.743143896623597
0.0005,26.7397539115058,26999.0,26.7397539115058
0.001,26.582674566917852,26979.0,26.582575587711
0.005,25.893438177691557,11334.0,25.83855486362276
0.0025,26.220633533088264,17259.0,26.19748005921086
0.03,24.849480031799533,9145.0,24.83903532542968
0.05,24.46954825224804,13090.0,24.429345170332063
