0.0001;27,775;14627;27,317
0.00025;32,045;14082;32,023
0.00025;32,889;23410;32,867
0.0001;30,584;14502;30,220
5e-05;24,473;22730;24,434
0.0001;28,021;19723;27,892
3e-05;29,750;11936;27,963
0.0001;25,620;24917;25,600
0.0001;31,200;14046;30,564
0.0001;30,688;14988;30,305
0.0001;28,880;19500;28,728
0.00025;32,716;23411;32,690
0.0001;24,178;26325;24,169
5e-05;27,091;16450;26,755
0.0001;31,533;14750;31,105
0.00025;31,144;28416;31,143
0.0001;29,514;15733;29,152
0.0001;26,668;23699;26,651
0.0001;29,268;18311;28,987
0.0001;30,855;21845;30,766
0.0001;27,971;19256;27,892
0.00025;29,388;29450;29,387
0.0001;31,265;14824;30,911
0.0001;26,515;24164;26,489
