0.0,0.0,32.78577224690382,3005.0,30.72322172472213
0.0,0.03,32.732405554127595,2882.0,30.605471520261183
0.0,0.05,32.725385925141815,3045.0,30.721116125823617
0.0,0.075,32.720994320166895,3077.0,30.91666707513675
0.01,0.0,32.7583376359407,3562.0,31.97048045774698
0.01,0.03,32.716179031704286,3368.0,31.67887283907772
0.01,0.05,32.715580615576066,3493.0,31.71617736045129
0.01,0.075,32.777005204455214,3369.0,31.79956370691275
0.03,0.0,32.31388077468787,4244.0,32.2192545672431
0.03,0.03,32.30935801975623,4471.0,32.26495882273004
0.03,0.05,32.269403069253016,4301.0,32.20453732476682
0.03,0.075,32.30768490812253,4322.0,32.246637875344994
0.05,0.0,31.52811856859625,4999.0,31.52811856859625
0.05,0.03,31.523096374209377,4995.0,31.522430935355175
0.05,0.05,31.504037222663005,4997.0,31.502541698795593
0.05,0.075,31.509716712581827,4999.0,31.509716712581827
