0.0,28.462386460128215,9998.0,28.46216494241944
1e-06,29.329808741651565,9384.0,29.309985540227153
1e-05,28.30194916218399,9096.0,26.981337264306763
3e-05,29.31337434348354,9807.0,29.289018494890144
5e-05,28.940207313358528,6590.0,27.2014104612628
0.0001,28.809994289706506,9529.0,26.710864320007023
0.00025,28.458383113053863,8611.0,28.008187172443037
0.0005,29.25322589039212,8127.0,25.253436480024433
0.001,27.804454028900096,4481.0,27.065244695858457
0.0025,29.11303461694414,7368.0,26.402903753875535
0.005,28.95808504154727,9999.0,28.95808504154727
