27,552;17973;27,551
32,184;17912;32,182
32,781;17969;32,780
30,428;17979;30,427
23,899;17999;23,899
27,801;17999;27,801
28,836;17996;28,836
24,981;17997;24,981
31,110;17995;31,109
30,612;17863;30,612
28,709;17997;28,708
32,638;17996;32,638
23,776;17999;23,776
26,748;17918;26,746
31,413;17964;31,413
31,099;17975;31,098
29,345;17983;29,344
26,349;17995;26,349
28,556;17979;28,555
30,629;17937;30,627
27,683;17996;27,683
29,289;17997;29,289
31,140;17848;31,134
26,240;17999;26,240
28,908;17969;28,908
