27,945;4446;26,746
31,719;3324;27,675
33,274;4271;29,765
31,762;4007;29,433
28,308;4458;27,296
29,002;5676;25,425
32,822;3336;28,741
27,996;5279;27,320
32,809;3773;29,153
32,645;3939;29,516
29,941;4916;28,666
32,338;4373;29,018
26,155;6373;25,948
29,117;4661;27,553
31,235;4836;29,111
31,339;4984;29,320
31,586;4571;29,207
28,651;4924;27,495
30,465;4369;28,703
29,093;4955;26,922
29,839;4985;28,652
29,933;4706;28,405
33,825;3830;30,328
28,625;5228;27,654
30,434;4592;28,252
