27,744;14103;27,664
32,040;11234;31,758
32,809;13606;32,651
30,624;14137;30,550
24,310;17999;24,310
28,028;17989;28,028
29,534;15333;29,488
25,444;17999;25,444
31,214;14905;31,158
30,685;15032;30,642
28,881;17590;28,878
32,616;13498;32,439
24,115;17999;24,115
27,107;17999;27,107
31,511;16028;31,471
31,135;14066;31,034
29,473;15633;29,448
26,620;17997;26,620
29,204;17965;29,203
30,221;10502;28,662
27,965;17993;27,965
29,404;16848;29,399
31,277;17176;31,265
26,468;17996;26,468
29,101;15901;28,990
