1;0,22466;0,90302;0,46042;0,49151;0,49220;0,40283
2;0,58802;1,27576;0,89872;0,94985;0,95142;0,92265
3;0,38175;1,14238;0,76088;0,70420;0,63633;0,58668
4;0,39333;1,07133;0,78822;0,76858;0,70444;0,63456
5;0,29584;0,81648;0,45933;0,68615;0,63101;0,51421
6;0,23463;1,02797;0,43366;0,61602;0,62620;0,53392
7;0,37953;0,94781;0,62598;0,72363;0,63801;0,55265
8;0,25024;0,69091;0,39914;0,51966;0,50013;0,38719
9;0,46922;1,09279;0,67746;0,73777;0,73258;0,60199
10;0,41877;1,03870;0,62860;0,71877;0,68715;0,61457
11;0,31606;1,00971;0,57939;0,75263;0,76761;0,66103
12;0,34039;1,12053;0,74191;0,72817;0,62547;0,60777
13;0,20115;0,85310;0,39178;0,58597;0,59052;0,43541
14;0,31671;1,00149;0,51807;0,74431;0,72753;0,58318
15;0,38593;1,06135;0,65091;0,69161;0,61781;0,56639
16;0,30484;1,07773;0,59123;0,67713;0,62683;0,53854
17;0,31414;0,91107;0,39181;0,54210;0,56705;0,46453
18;0,37804;0,99902;0,44134;0,73951;0,72531;0,59209
19;0,36016;1,00436;0,50091;0,68089;0,66338;0,57699
20;0,20428;0,87166;0,37615;0,46898;0,46380;0,39423
21;0,43556;0,99272;0,63841;0,76128;0,78863;0,70618
22;0,45299;1,06677;0,62741;0,78232;0,77019;0,66963
23;0,58641;1,15565;0,76126;0,86469;0,79510;0,72046
24;0,29099;0,86670;0,46057;0,68283;0,65165;0,55018
12;0,35515;0,99996;0,57515;0,69244;0,66585;0,57575
